open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1670648400000,1263.59,1264.84,1262.26,1262.47,37612.799,1670651999999,47525378.72600,26652,16261.950,20549773.86918,0
1670652000000,1262.48,1265.33,1261.70,1264.35,51361.029,1670655599999,64914967.26404,32202,24771.307,31308702.45552,0
1670655600000,1264.34,1266.30,1263.88,1263.89,47721.111,1670659199999,60362409.38921,31541,23467.260,29685315.25722,0
1670659200000,1263.88,1265.75,1261.92,1262.71,53773.546,1670662799999,67948878.30911,32217,22077.922,27901223.36792,0
1670662800000,1262.71,1265.27,1258.58,1264.80,113170.876,1670666399999,142847068.73431,62701,56880.691,71809193.59578,0
1670666400000,1264.80,1266.57,1264.00,1264.97,57696.744,1670669999999,72997006.27678,37190,29991.981,37946592.73908,0
1670670000000,1264.98,1267.42,1264.23,1265.69,60053.766,1670673599999,76003416.67806,36176,32524.406,41164805.32617,0
1670673600000,1265.70,1267.34,1264.50,1266.04,52400.279,1670677199999,66323616.22925,33074,23169.900,29326988.16004,0
1670677200000,1266.03,1273.04,1262.68,1267.52,179082.516,1670680799999,226819391.73876,93968,97763.257,123873520.84944,0
1670680800000,1267.51,1273.98,1265.97,1271.05,161151.935,1670684399999,204712620.01033,88282,86394.568,109750079.79404,0
1670684400000,1271.04,1279.00,1270.27,1277.56,238920.034,1670687999999,304747185.70779,124355,137705.756,175649776.88299,0
1670688000000,1277.57,1283.92,1272.48,1273.63,198380.681,1670691599999,253443021.77014,106359,99772.140,127510910.86551,0
1670691600000,1273.64,1275.46,1265.52,1266.94,133971.102,1670695199999,170252369.39101,74698,57004.170,72443272.24985,0
1670695200000,1266.93,1272.37,1266.60,1271.53,83544.780,1670698799999,106112426.15646,48648,47048.368,59756096.18967,0
1670698800000,1271.53,1273.64,1269.55,1271.48,64092.770,1670702399999,81495996.45943,37884,31819.372,40461648.48424,0
1670702400000,1271.47,1273.21,1269.88,1272.60,52109.760,1670705999999,66268603.60643,28720,25773.181,32775516.26826,0
1670706000000,1272.61,1273.04,1267.17,1267.34,63737.606,1670709599999,80956738.22843,35231,27328.333,34713183.78591,0
1670709600000,1267.33,1269.78,1266.45,1268.50,52769.100,1670713199999,66917814.34768,32698,26892.806,34104921.25246,0
1670713200000,1268.50,1270.41,1261.08,1265.88,145641.358,1670716799999,184280056.58459,69790,64233.295,81280717.46132,0
1670716800000,1265.87,1268.71,1264.60,1267.79,71703.945,1670720399999,90819857.95516,39805,41392.157,52430915.27333,0
1670720400000,1267.79,1270.98,1267.00,1270.72,67190.749,1670723999999,85254388.33365,37117,36739.508,46619367.24513,0
1670724000000,1270.73,1271.57,1269.08,1269.41,42606.887,1670727599999,54116476.37376,25127,20171.356,25621260.05026,0
1670727600000,1269.41,1272.77,1268.31,1271.91,56601.543,1670731199999,71933415.46841,32654,29798.833,37871569.19835,0
1670731200000,1271.90,1273.59,1271.60,1273.07,47870.770,1670734799999,60916798.81659,28871,23642.729,30086592.60767,0
1670734800000,1273.07,1278.00,1272.15,1275.27,126784.468,1670738399999,161622491.98990,60226,71900.823,91662416.97775,0
1670738400000,1275.27,1277.57,1273.00,1273.08,74334.841,1670741999999,94780515.81071,41191,34235.548,43656568.79755,0
1670742000000,1273.08,1276.50,1272.46,1275.77,68029.902,1670745599999,86697705.84211,35740,37851.417,48238740.97138,0
1670745600000,1275.77,1276.76,1271.86,1273.43,64553.861,1670749199999,82271053.26750,35060,29018.504,36987609.69361,0
1670749200000,1273.43,1273.60,1269.98,1271.34,65845.015,1670752799999,83731411.64238,34531,27165.846,34546062.29434,0
1670752800000,1271.34,1273.16,1270.26,1272.24,57000.308,1670756399999,72487060.05992,32455,30295.328,38527408.27440,0
1670756400000,1272.23,1273.20,1270.32,1272.92,51829.889,1670759999999,65909766.71983,29012,27855.535,35423474.77037,0
1670760000000,1272.93,1274.41,1270.92,1273.89,61114.088,1670763599999,77778689.85684,32276,32989.413,41986909.01294,0
1670763600000,1273.89,1275.52,1270.18,1272.01,106162.183,1670767199999,135151700.34737,50353,49529.322,63058726.16236,0
1670767200000,1272.01,1272.10,1268.15,1272.02,99655.769,1670770799999,126590655.17285,52247,48160.996,61180295.56019,0
1670770800000,1272.03,1273.56,1270.87,1272.99,57044.878,1670774399999,72583350.86159,32945,29160.066,37102976.36371,0
1670774400000,1272.98,1274.61,1270.26,1273.30,75940.299,1670777999999,96645749.73479,35939,38533.332,49040004.30946,0
1670778000000,1273.31,1275.50,1272.44,1273.80,53442.806,1670781599999,68089492.05993,29482,28668.981,36527234.49072,0
1670781600000,1273.80,1279.98,1272.65,1279.06,84157.850,1670785199999,107407936.81687,49431,51028.242,65131554.98784,0
1670785200000,1279.06,1284.90,1270.97,1273.79,326768.803,1670788799999,417589991.66636,152709,160796.796,205492305.26896,0
1670788800000,1273.80,1273.95,1261.50,1264.92,293435.732,1670792399999,371628182.77073,146364,132671.216,168002856.20676,0
1670792400000,1264.93,1268.70,1262.38,1264.47,112131.184,1670795999999,141940761.11274,65932,58340.012,73849811.32239,0
1670796000000,1264.47,1266.60,1255.00,1261.63,225507.523,1670799599999,284354884.38929,119690,99178.799,125097266.72766,0
1670799600000,1261.64,1267.34,1259.56,1262.43,137592.636,1670803199999,173824666.97852,82811,67184.897,84888474.69876,0
1670803200000,1262.43,1262.60,1250.00,1253.81,393186.073,1670806799999,493651385.58671,204970,181938.647,228447366.29303,0
1670806800000,1253.81,1257.75,1251.18,1256.65,135428.532,1670810399999,169885159.43835,75728,71048.642,89130203.14596,0
1670810400000,1256.65,1257.19,1240.10,1244.16,325463.065,1670813999999,405986262.25916,155168,135985.853,169615876.02153,0
1670814000000,1244.17,1245.74,1240.01,1243.11,198488.843,1670817599999,246830310.51477,114187,97089.356,120744050.29076,0
1670817600000,1243.10,1245.99,1238.50,1245.87,146742.302,1670821199999,182425606.18795,82044,68739.156,85479886.22494,0
1670821200000,1245.87,1247.35,1243.54,1246.67,93212.407,1670824799999,116093670.35748,47842,47393.782,59031731.30642,0
1670824800000,1246.67,1246.85,1244.60,1246.17,68058.349,1670828399999,84794821.76216,39440,31502.254,39249171.47782,0
1670828400000,1246.16,1247.55,1243.80,1245.79,69686.112,1670831999999,86825456.27445,41122,36210.237,45119889.05007,0
1670832000000,1245.79,1248.30,1241.17,1247.16,130967.407,1670835599999,163073482.69716,66990,67890.472,84544916.79832,0
1670835600000,1247.15,1254.97,1246.91,1251.70,177478.940,1670839199999,221964445.44683,88741,101376.582,126798723.48639,0
1670839200000,1251.70,1256.77,1250.34,1254.49,142373.875,1670842799999,178532593.22209,77498,75141.528,94234967.16711,0
1670842800000,1254.50,1254.84,1252.36,1253.74,76405.976,1670846399999,95790122.42220,43879,34879.172,43729107.29855,0
1670846400000,1253.74,1255.83,1242.74,1247.40,325431.091,1670849999999,406186454.00931,153702,153006.263,190971599.66656,0
1670850000000,1247.41,1251.74,1245.71,1246.40,165408.381,1670853599999,206611746.39482,84475,86429.575,107964293.34666,0
1670853600000,1246.40,1254.84,1245.63,1250.55,218003.483,1670857199999,272392705.69527,116615,112317.686,140335633.09055,0
1670857200000,1250.56,1252.37,1248.00,1248.51,108546.408,1670860799999,135747405.44150,59852,50015.857,62554486.21698,0
1670860800000,1248.52,1253.39,1247.79,1250.57,123355.206,1670864399999,154287118.20728,66516,61369.955,76760342.15221,0
1670864400000,1250.58,1254.52,1249.92,1253.06,71318.093,1670867999999,89294206.67517,44914,37420.749,46856539.19801,0
1670868000000,1253.07,1255.85,1251.64,1253.90,82231.869,1670871599999,103067367.47515,45266,40301.717,50517353.67137,0
1670871600000,1253.90,1255.42,1250.99,1253.87,69960.487,1670875199999,87674297.56412,41555,35686.139,44721880.33317,0
1670875200000,1253.87,1266.99,1253.30,1266.14,232067.144,1670878799999,292138929.21443,113590,142762.953,179756760.05932,0
1670878800000,1266.14,1278.83,1265.69,1274.40,471586.095,1670882399999,600094008.28060,251264,251061.491,319507282.98716,0
1670882400000,1274.39,1276.45,1270.57,1271.76,134170.084,1670885999999,170908691.59751,81326,66403.047,84588737.30018,0
1670886000000,1271.76,1276.99,1271.09,1274.88,141544.252,1670889599999,180308786.88990,71349,80250.848,102237018.56085,0
1670889600000,1274.89,1278.00,1268.03,1269.75,158897.966,1670893199999,202180513.14845,85392,74497.530,94809558.13943,0
1670893200000,1269.74,1270.95,1265.21,1266.99,108643.725,1670896799999,137787931.45828,58703,51898.303,65824061.62227,0
1670896800000,1266.99,1270.80,1265.38,1270.69,99268.939,1670900399999,125841212.11927,62189,57986.101,73514723.63469,0
1670900400000,1270.69,1271.92,1268.00,1269.20,97801.601,1670903999999,124186519.07058,60531,52122.446,66188965.90693,0
1670904000000,1269.20,1274.33,1266.86,1271.99,154518.336,1670907599999,196522320.59657,80907,76767.331,97628747.09071,0
1670907600000,1271.98,1273.35,1269.81,1271.68,78542.401,1670911199999,99882703.72093,48265,41434.010,52695504.60220,0
1670911200000,1271.69,1273.81,1265.11,1266.84,170769.223,1670914799999,216700220.67951,88221,83699.630,106224038.28018,0
1670914800000,1266.84,1267.56,1254.32,1265.71,471122.734,1670918399999,594176370.17870,218332,229910.108,289944083.28297,0
1670918400000,1265.71,1269.58,1263.17,1264.39,176782.067,1670921999999,223810294.71275,88038,96172.234,121751267.88421,0
1670922000000,1264.38,1283.86,1263.71,1277.42,260039.071,1670925599999,330846736.89242,120853,151106.931,192330984.39235,0
1670925600000,1277.42,1288.96,1272.90,1278.73,509617.993,1670929199999,652654016.57413,256146,256197.606,328160546.01304,0
1670929200000,1278.73,1289.97,1278.73,1286.24,348454.972,1670932799999,447887809.74142,165972,195705.346,251541200.33727,0
1670932800000,1286.24,1302.84,1285.77,1289.50,462929.774,1670936399999,598253643.59962,227052,246589.085,318793325.48517,0
1670936400000,1289.50,1350.00,1286.80,1337.71,1799629.666,1670939999999,2384895312.06901,910158,972680.808,1289302174.58571,0
1670940000000,1337.66,1343.68,1331.02,1332.44,532994.019,1670943599999,712590732.03983,264441,271865.245,363519519.54804,0
1670943600000,1332.45,1336.70,1321.61,1324.00,437622.424,1670947199999,581223759.77417,220677,221433.584,294132156.34262,0
1670947200000,1324.00,1328.88,1315.06,1321.73,270792.440,1670950799999,358560929.28665,135894,123533.727,163628882.53351,0
1670950800000,1321.73,1325.51,1305.06,1308.30,426428.738,1670954399999,560792703.76350,210281,192601.949,253343206.06390,0
1670954400000,1308.26,1319.86,1306.63,1316.56,245612.281,1670957999999,322942914.59498,129434,125517.752,165007867.03183,0
1670958000000,1316.55,1321.87,1314.59,1316.79,140681.435,1670961599999,185363886.20194,74672,73537.814,96899681.20090,0
1670961600000,1316.79,1321.25,1312.08,1318.57,130518.308,1670965199999,171813210.50006,71595,66691.186,87791347.47730,0
1670965200000,1318.55,1323.00,1316.49,1320.22,103914.560,1670968799999,137151965.36724,55991,51274.700,67680555.77117,0
1670968800000,1320.22,1321.96,1315.28,1320.46,93589.829,1670972399999,123409992.79905,53938,41494.994,54719121.51448,0
1670972400000,1320.46,1324.49,1319.02,1321.06,98361.837,1670975999999,129960913.80380,54923,51261.318,67735109.36547,0
1670976000000,1321.05,1327.53,1318.07,1325.44,194176.515,1670979599999,256902122.39894,89667,98563.371,130414954.02397,0
1670979600000,1325.45,1327.69,1320.00,1321.34,76430.113,1670983199999,101078964.02038,44453,34115.990,45117959.18350,0
1670983200000,1321.34,1321.97,1317.30,1319.92,93077.751,1670986799999,122809684.54983,51493,44846.795,59173148.99846,0
1670986800000,1319.93,1325.00,1319.90,1320.06,89059.807,1670990399999,117780427.45426,52366,42087.746,55658745.93936,0
1670990400000,1320.05,1321.23,1318.61,1319.39,57082.133,1670993999999,75337171.47692,34544,27748.416,36622664.86675,0
1670994000000,1319.40,1322.00,1316.00,1321.26,77909.645,1670997599999,102776986.43286,45221,37493.554,49468301.77679,0
1670997600000,1321.26,1323.79,1319.67,1322.73,80644.457,1671001199999,106596721.70816,46038,41473.610,54822964.49706,0
1671001200000,1322.73,1325.84,1322.22,1323.12,106524.815,1671004799999,141029313.63008,57909,52754.399,69846264.53437,0
1671004800000,1323.13,1327.31,1321.35,1324.57,104138.772,1671008399999,137869689.59524,55593,54447.072,72091209.48681,0
1671008400000,1324.57,1325.19,1319.43,1322.23,100582.574,1671011999999,132956405.88433,55361,45936.992,60720533.58450,0
1671012000000,1322.23,1325.00,1320.70,1323.96,70005.463,1671015599999,92634560.87041,44211,37591.688,49746985.96793,0
1671015600000,1323.95,1330.00,1323.63,1327.00,193997.214,1671019199999,257416722.38211,95223,102139.596,135531341.34979,0
1671019200000,1327.01,1333.99,1326.14,1332.84,270066.266,1671022799999,359325334.92709,143850,140829.404,187380941.29022,0
1671022800000,1332.85,1334.70,1325.09,1328.43,222832.306,1671026399999,296178741.69738,124493,106433.955,141477266.24959,0
1671026400000,1328.42,1343.33,1326.82,1341.34,435626.675,1671029999999,581957766.14062,226756,231026.361,308703996.36778,0
1671030000000,1341.34,1345.00,1335.55,1338.30,307088.072,1671033599999,411488218.12313,156197,149164.906,199916234.20476,0
1671033600000,1338.30,1342.00,1334.51,1336.35,237508.978,1671037199999,317668177.16756,129437,114875.313,153653074.97801,0
1671037200000,1336.35,1338.88,1333.03,1335.02,120495.661,1671040799999,161015515.54398,77012,59175.520,79082820.53910,0
1671040800000,1335.02,1354.40,1302.00,1332.82,732661.099,1671044399999,980266084.99742,365158,355592.996,476490359.62774,0
1671044400000,1332.81,1345.00,1300.17,1307.50,1210389.362,1671047999999,1591033454.84044,646145,583072.112,766593313.94150,0
1671048000000,1307.50,1318.78,1301.00,1308.58,543246.930,1671051599999,711195369.08493,246797,268568.664,351627238.46682,0
1671051600000,1308.58,1313.75,1307.70,1311.21,122778.192,1671055199999,160943201.95673,70202,61910.436,81157954.64320,0
1671055200000,1311.21,1315.55,1308.33,1312.13,103501.219,1671058799999,135764082.83669,61029,52441.525,68793192.62335,0
1671058800000,1312.13,1312.13,1307.00,1307.76,97371.923,1671062399999,127440985.19833,54979,48856.560,63940449.27994,0
1671062400000,1307.76,1311.86,1303.85,1305.01,139065.619,1671065999999,181925669.80832,71935,64943.835,84970336.00952,0
1671066000000,1305.01,1309.34,1280.00,1286.05,447190.979,1671069599999,578161993.12902,220339,191364.611,247476285.83786,0
1671069600000,1286.05,1292.40,1281.68,1291.81,239321.574,1671073199999,308200107.22008,139503,125825.181,162047029.06568,0
1671073200000,1291.80,1294.29,1290.51,1292.42,98621.481,1671076799999,127457637.33592,60111,49994.370,64616910.59258,0
1671076800000,1292.42,1292.42,1288.58,1292.40,93523.822,1671080399999,120693769.37746,51291,48403.203,62466599.83430,0
1671080400000,1292.40,1293.06,1290.00,1290.41,66373.575,1671083999999,85727013.47361,43425,35127.026,45373898.94615,0
1671084000000,1290.41,1292.26,1289.19,1289.53,74024.775,1671087599999,95552478.28701,46558,37036.775,47811069.56072,0
1671087600000,1289.53,1291.20,1286.30,1287.09,86292.359,1671091199999,111239679.34349,56134,37437.684,48267625.07296,0
1671091200000,1287.08,1289.19,1283.54,1283.66,143178.942,1671094799999,184206729.72323,84152,66915.700,86103508.98401,0
1671094800000,1283.66,1288.50,1282.53,1288.34,153318.293,1671098399999,197112093.40962,77035,84192.132,108238923.11099,0
1671098400000,1288.34,1288.59,1284.66,1286.75,95265.333,1671101999999,122588288.64252,52301,43448.067,55911094.93128,0
1671102000000,1286.75,1291.39,1284.10,1290.97,134074.573,1671105599999,172779525.41257,73787,70501.905,90856763.57230,0
1671105600000,1290.96,1290.96,1284.68,1286.40,115506.958,1671109199999,148758973.79121,62462,53762.466,69250716.68971,0
1671109200000,1286.40,1286.41,1267.70,1275.41,582293.507,1671112799999,743280566.50572,300327,268084.726,342232301.40166,0
1671112800000,1275.41,1277.12,1261.40,1269.69,338912.131,1671116399999,431168212.20582,171354,146441.448,186375420.92296,0
1671116400000,1269.68,1273.80,1264.73,1269.98,250747.322,1671119999999,318521588.16821,136661,122389.264,155486141.67778,0
1671120000000,1269.98,1271.31,1265.00,1269.60,181903.825,1671123599999,230865753.00411,97959,91146.471,115685695.08466,0
1671123600000,1269.60,1272.96,1268.24,1269.77,122677.242,1671127199999,155910398.06601,69712,60737.501,77198715.70651,0
1671127200000,1269.77,1271.93,1263.81,1271.83,157902.295,1671130799999,200250001.12996,82206,80905.739,102617230.46299,0
1671130800000,1271.83,1275.80,1270.21,1274.74,133186.892,1671134399999,169546730.23636,73449,69890.438,88970777.60345,0
1671134400000,1274.73,1275.06,1270.47,1270.81,78506.942,1671137999999,99962599.66066,48773,34519.348,43957901.34321,0
1671138000000,1270.80,1271.92,1256.10,1263.77,208480.902,1671141599999,263758114.02092,110494,90398.894,114404903.04935,0
1671141600000,1263.77,1264.84,1259.13,1263.18,139998.615,1671145199999,176714068.50574,90013,73039.966,92198757.48752,0
1671145200000,1263.19,1266.85,1258.20,1266.26,119091.881,1671148799999,150434234.13838,70156,62404.407,78841970.97481,0
1671148800000,1266.26,1273.28,1265.27,1273.03,143106.513,1671152399999,181684543.07722,77156,77435.174,98310192.05097,0
1671152400000,1273.03,1273.27,1267.25,1267.51,107632.588,1671155999999,136705028.30599,54634,45702.799,58047361.93946,0
1671156000000,1267.52,1273.10,1267.51,1269.19,74673.472,1671159599999,94867463.85607,41509,42908.149,54516860.26040,0
1671159600000,1269.19,1271.99,1269.18,1271.47,57772.798,1671163199999,73404910.17238,32243,30887.559,39245638.12426,0
1671163200000,1271.48,1271.64,1269.00,1269.00,37598.830,1671166799999,47755534.10309,25078,16161.208,20526400.27516,0
1671166800000,1269.00,1270.85,1266.87,1270.79,61159.645,1671170399999,77613292.04897,36223,29942.165,38002370.65881,0
1671170400000,1270.78,1270.98,1266.34,1270.44,61437.660,1671173999999,77950372.30155,37096,31249.820,39653899.63667,0
1671174000000,1270.44,1279.76,1270.44,1277.11,238617.901,1671177599999,304481074.53971,113106,134844.376,172058914.26849,0
1671177600000,1277.11,1278.68,1237.04,1243.60,590422.472,1671181199999,742260540.40023,259512,235059.984,295447492.25986,0
1671181200000,1243.61,1243.61,1192.42,1211.99,1143669.719,1671184799999,1387489397.21891,588267,530385.138,643327815.60020,0
1671184800000,1212.00,1212.58,1204.24,1208.62,285399.361,1671188399999,345203068.99430,160648,133245.355,161192337.44677,0
1671188400000,1208.63,1213.78,1207.32,1212.10,163862.552,1671191999999,198458970.16803,91448,86229.887,104439765.87730,0
1671192000000,1212.10,1213.40,1208.80,1213.05,147541.630,1671195599999,178681748.69221,84269,73646.699,89203746.23129,0
1671195600000,1213.05,1213.05,1205.35,1207.37,193593.072,1671199199999,234051337.12447,101521,91748.627,110926678.80481,0
1671199200000,1207.37,1218.50,1188.00,1213.99,613041.731,1671202799999,741564939.55308,275626,301152.701,364557285.41510,0
1671202800000,1213.99,1214.00,1196.83,1203.11,362743.278,1671206399999,437133179.72795,179830,168817.191,203395818.53510,0
1671206400000,1203.10,1204.00,1180.42,1188.17,681035.664,1671209999999,811838979.12138,310950,323781.857,386018738.54952,0
1671210000000,1188.18,1195.80,1187.53,1193.36,254346.054,1671213599999,303354933.61715,128519,141500.871,168766324.43707,0
1671213600000,1193.36,1199.00,1191.98,1195.37,140820.884,1671217199999,168358247.22938,77094,78243.216,93550843.11714,0
1671217200000,1195.37,1203.98,1192.31,1202.00,170419.637,1671220799999,204220884.05680,89522,92244.208,110557819.33450,0
1671220800000,1202.00,1211.99,1198.38,1204.06,243242.081,1671224399999,293228132.55457,120221,127116.446,153269867.17630,0
1671224400000,1204.05,1205.00,1192.45,1194.50,173013.827,1671227999999,207242458.54960,95585,80255.097,96123545.89962,0
1671228000000,1194.50,1197.44,1169.96,1178.10,436355.816,1671231599999,516976587.85697,227612,199977.857,237065266.09321,0
1671231600000,1178.10,1180.86,1154.70,1166.20,837023.004,1671235199999,975371461.19595,382666,396500.627,462104929.84570,0
1671235200000,1166.19,1174.81,1163.39,1172.16,251164.140,1671238799999,294073803.59717,142139,122429.094,143344712.04543,0
1671238800000,1172.16,1174.90,1167.02,1168.81,155391.163,1671242399999,181939421.96923,96429,73047.947,85535114.97296,0
1671242400000,1168.81,1173.86,1161.07,1173.22,278395.738,1671245999999,324893595.98925,138702,140567.975,164100752.91023,0
1671246000000,1173.22,1178.85,1170.79,1174.49,166109.328,1671249599999,195028301.53459,87820,91339.796,107252383.46991,0
1671249600000,1174.49,1182.00,1172.71,1179.48,168308.588,1671253199999,198125829.89774,90512,91003.782,107145538.76332,0
1671253200000,1179.48,1180.25,1175.76,1176.45,93897.917,1671256799999,110574111.45008,57733,41824.185,49253278.17678,0
1671256800000,1176.46,1185.00,1172.58,1180.07,224948.995,1671260399999,265222785.28248,106977,115788.363,136543854.50847,0
1671260400000,1180.07,1183.52,1177.29,1183.00,103305.819,1671263999999,121934235.77879,62848,52399.806,61852146.68989,0
1671264000000,1183.00,1183.85,1178.52,1179.44,105537.497,1671267599999,124645194.19873,60271,47471.238,56069493.70301,0
1671267600000,1179.44,1181.77,1174.12,1176.35,142708.515,1671271199999,168007618.02375,72618,70720.311,83265004.51293,0
1671271200000,1176.35,1186.47,1172.93,1183.73,155677.376,1671274799999,183639578.06236,81780,84943.760,100217894.69113,0
1671274800000,1183.72,1188.66,1176.63,1179.42,184607.625,1671278399999,218148388.59675,100371,90803.077,107326272.95493,0
1671278400000,1179.41,1182.27,1176.50,1178.88,108201.880,1671281999999,127614068.88595,61409,52644.227,62095406.49802,0
1671282000000,1178.88,1179.97,1174.24,1177.19,120339.130,1671285599999,141650346.45643,69908,55898.743,65802416.81690,0
1671285600000,1177.19,1182.40,1175.21,1176.45,129220.494,1671289199999,152331119.80187,71693,66469.061,78364901.05019,0
1671289200000,1176.44,1181.64,1173.79,1179.45,111793.790,1671292799999,131708646.17787,63852,57369.216,67594944.11039,0
1671292800000,1179.44,1179.57,1175.20,1177.83,82610.312,1671296399999,97261539.40034,48628,40508.980,47693328.22862,0
1671296400000,1177.83,1178.93,1169.97,1173.72,150828.679,1671299999999,177103334.96190,73639,65254.904,76639366.01028,0
1671300000000,1173.71,1179.00,1172.46,1176.64,97161.352,1671303599999,114287372.06889,54960,51688.335,60794775.72910,0
1671303600000,1176.64,1179.42,1175.01,1176.18,59236.167,1671307199999,69711111.11018,37601,29754.282,35016649.14587,0
1671307200000,1176.18,1178.64,1174.55,1177.08,58889.893,1671310799999,69298715.06849,35805,29962.672,35262641.95207,0
1671310800000,1177.09,1181.44,1176.12,1178.03,90617.875,1671314399999,106828143.91730,48946,49638.783,58519615.95781,0
1671314400000,1178.02,1187.89,1175.61,1185.50,117885.896,1671317999999,139216173.59780,67549,67765.619,80052157.14394,0
1671318000000,1185.51,1190.00,1181.42,1186.45,179646.191,1671321599999,213146051.99606,103590,92929.249,110267927.82219,0
1671321600000,1186.44,1188.15,1182.17,1184.28,99379.224,1671325199999,117693790.11304,57669,45073.250,53381806.20252,0
1671325200000,1184.28,1184.65,1179.30,1181.13,81332.665,1671328799999,96131816.85992,48865,35178.124,41579226.30835,0
1671328800000,1181.13,1185.98,1181.11,1185.98,53102.332,1671332399999,62894390.76219,36326,29703.421,35177057.59621,0
1671332400000,1185.98,1187.37,1184.53,1187.00,50433.368,1671335999999,59796569.76521,29109,24968.645,29607072.98847,0
1671336000000,1187.01,1196.00,1186.70,1190.50,260918.415,1671339599999,311009962.93449,114670,143343.095,170851090.17412,0
1671339600000,1190.49,1191.11,1186.03,1186.36,103325.419,1671343199999,122789456.64156,53209,46600.464,55376474.07476,0
1671343200000,1186.36,1186.51,1182.29,1184.80,107406.627,1671346799999,127226226.10996,56014,49781.256,58968556.64899,0
1671346800000,1184.80,1186.92,1184.51,1185.98,64428.315,1671350399999,76401678.50674,37604,31564.546,37431633.13295,0
1671350400000,1185.98,1187.74,1185.06,1186.45,64153.903,1671353999999,76121545.27231,35720,31444.248,37310275.46914,0
1671354000000,1186.45,1186.82,1171.12,1176.89,290611.595,1671357599999,342076867.58805,133140,127018.697,149463781.44994,0
1671357600000,1176.89,1181.33,1176.12,1179.50,121590.665,1671361199999,143373189.27913,57135,62463.244,73655491.71924,0
1671361200000,1179.49,1184.05,1179.41,1181.77,91913.329,1671364799999,108594267.72598,50698,47959.630,56668915.61378,0
1671364800000,1181.77,1183.47,1179.66,1180.82,81513.975,1671368399999,96311053.18716,49357,39745.561,46965555.01536,0
1671368400000,1180.83,1181.00,1176.77,1178.10,89377.415,1671371999999,105366943.26780,48145,41328.547,48720793.35917,0
1671372000000,1178.10,1178.99,1172.30,1173.86,137839.094,1671375599999,162083135.19253,65200,63979.784,75247759.95511,0
1671375600000,1173.85,1175.36,1172.27,1173.41,95170.621,1671379199999,111730334.02580,44825,49623.007,58260947.36723,0
1671379200000,1173.40,1177.82,1172.95,1176.89,80871.124,1671382799999,95101291.89398,42003,42807.718,50339255.05434,0
1671382800000,1176.89,1177.95,1175.05,1177.84,50129.567,1671386399999,58983343.38641,29133,25611.851,30136439.07797,0
1671386400000,1177.83,1190.99,1174.19,1179.33,336758.893,1671389999999,398089508.75743,161102,174513.309,206335631.65003,0
1671390000000,1179.33,1183.22,1177.04,1182.91,117289.318,1671393599999,138495096.58367,60278,58582.253,69180481.79797,0
1671393600000,1182.91,1186.24,1182.18,1184.90,90189.580,1671397199999,106802124.90361,51800,48056.092,56913429.98616,0
1671397200000,1184.90,1186.83,1179.66,1181.58,73606.953,1671400799999,87081141.25072,45208,35064.114,41486849.29335,0
1671400800000,1181.59,1195.26,1181.15,1186.98,168052.174,1671404399999,199560580.38495,96095,90903.255,107970646.57847,0
1671404400000,1186.98,1193.60,1180.18,1182.45,167657.640,1671407999999,199174943.04507,92256,80479.397,95605376.46055,0
1671408000000,1182.45,1194.86,1180.50,1188.58,203074.653,1671411599999,241352234.75424,99891,107128.854,127331115.90655,0
1671411600000,1188.57,1194.00,1185.82,1189.66,110320.519,1671415199999,131330136.13431,61452,52576.507,62597224.35267,0
1671415200000,1189.67,1189.83,1180.81,1182.95,134709.674,1671418799999,159542638.31783,74813,63310.276,74983150.82475,0
1671418800000,1182.94,1183.73,1172.75,1178.58,246789.017,1671422399999,290683014.44063,121038,113223.081,133364402.29572,0
1671422400000,1178.58,1183.98,1177.65,1181.65,102725.092,1671425999999,121348561.87637,55426,54548.941,64437622.57956,0
1671426000000,1181.65,1182.33,1177.00,1178.22,88950.864,1671429599999,104915699.13019,51928,44504.019,52493045.92177,0
1671429600000,1178.22,1182.00,1177.37,1181.42,68864.026,1671433199999,81238749.44562,42887,37573.162,44325254.89207,0
1671433200000,1181.42,1182.00,1176.74,1179.23,87164.904,1671436799999,102805505.61476,47570,42150.005,49717298.75006,0
1671436800000,1179.22,1183.50,1178.48,1183.06,102195.374,1671440399999,120739456.38470,54086,57219.304,67605689.65036,0
1671440400000,1183.05,1185.64,1181.70,1183.57,108560.412,1671443999999,128493009.89418,54448,57756.206,68366034.61281,0
1671444000000,1183.56,1187.96,1182.18,1185.90,119891.409,1671447599999,142156791.39253,60696,62129.514,73670286.63957,0
1671447600000,1185.91,1186.25,1181.44,1182.68,84551.180,1671451199999,100084078.90005,48193,37547.367,44446011.17132,0
1671451200000,1182.68,1187.76,1181.74,1185.74,107773.617,1671454799999,127683977.77769,57363,56798.181,67293160.05390,0
1671454800000,1185.74,1187.76,1181.51,1182.02,117443.392,1671458399999,139037044.20801,59142,54110.375,64063737.93987,0
1671458400000,1182.02,1189.28,1176.57,1185.97,348901.365,1671461999999,412579244.38165,150923,174674.398,206581496.30769,0
1671462000000,1185.97,1188.00,1178.40,1179.02,216702.413,1671465599999,256454146.50075,97897,104950.029,124227458.67872,0
1671465600000,1179.02,1181.89,1168.50,1175.26,426749.502,1671469199999,501459847.41969,178633,201324.522,236615936.45146,0
